Text,Cleaned_Text,Sentiment_Main,Platform,Country,User,Cleaned_Hashtags,Likes,Retweets,Engagement_Score,Timestamp,Year,Month,Day,Hour
 Tenderness in the warmth of a cozy winter evening.     ,tenderness in the warmth of a cozy winter evening,Positive,Twitter, UK       , WinterWarmth    ,"['tenderness', 'cozyevening']",50.0,25.0,100.0,2016-02-10 19:45:00,2016,2,10,19
 Arousal of excitement for an upcoming adventure.       ,arousal of excitement for an upcoming adventure,Positive,Instagram, Australia , AdventureAwaits ,"['arousal', 'adventuretime']",40.0,20.0,80.0,2017-04-30 11:30:00,2017,4,30,11
 Enthusiasm for a creative project in the making.       ,enthusiasm for a creative project in the making,Neutral,Facebook, Canada    , CreativeSpirit  ,"['enthusiasm', 'creativity']",30.0,15.0,60.0,2018-09-15 16:00:00,2018,9,15,16
 Fulfillment in completing a challenging workout routine.,fulfillment in completing a challenging workout routine,Neutral,Twitter, India     , FitnessAchiever ,"['fulfillment', 'fitnessgoals']",45.0,22.0,89.0,2019-06-28 18:20:00,2019,6,28,18
 Reverence for the artistry displayed in a museum.      ,reverence for the artistry displayed in a museum,Positive,Instagram, UK        , ArtAppreciator  ,"['reverence', 'artappreciation']",35.0,18.0,71.0,2020-11-11 15:00:00,2020,11,11,15
 Elation after achieving a personal goal.               ,elation after achieving a personal goal,Positive,Facebook, USA      , GoalAchiever2   ,"['elation', 'personalachievement']",50.0,25.0,100.0,2021-03-02 09:30:00,2021,3,2,9
 Elation over discovering a hidden gem in the city.   ,elation over discovering a hidden gem in the city,Positive,Twitter, USA      , UrbanExplorer2  ,"['elation', 'hiddengem']",40.0,20.0,80.0,2012-02-18 14:30:00,2012,2,18,14
 The euphoria of a surprise birthday celebration.     ,the euphoria of a surprise birthday celebration,Neutral,Instagram, UK   , BirthdayJoy     ,"['euphoria', 'birthdaysurprise']",30.0,15.0,60.0,2018-11-05 21:45:00,2018,11,5,21
 Contentment in the simplicity of a home-cooked meal. ,contentment in the simplicity of a homecooked meal,Neutral,Facebook, India    , HomeChef        ,"['contentment', 'homecooking']",50.0,25.0,100.0,2015-09-12 13:20:00,2015,9,12,13
 Serenity found in the melody of a peaceful piano.    ,serenity found in the melody of a peaceful piano,Neutral,Twitter, Canada      , MusicLover4     ,"['serenity', 'peacefulmelody']",35.0,18.0,71.0,2016-07-30 18:10:00,2016,7,30,18
 Gratitude for the supportive community around me.    ,gratitude for the supportive community around me,Neutral,Instagram, USA , CommunityLove   ,"['gratitude', 'communitysupport']",60.0,30.0,120.0,2013-04-20 10:30:00,2013,4,20,10
 Hopeful about the prospects of a new business venture.,hopeful about the prospects of a new business venture,Neutral,Facebook, Canada    , EntrepreneurHope,"['hope', 'businessventure']",45.0,22.0,89.0,2017-12-08 19:15:00,2017,12,8,19
 Empowerment through mentoring and guiding others.    ,empowerment through mentoring and guiding others,Neutral,Twitter, UK       , MentorEmpower   ,"['empowerment', 'mentorship']",30.0,15.0,60.0,2014-06-03 08:20:00,2014,6,3,8
 Compassion shown through acts of kindness in the community.,compassion shown through acts of kindness in the community,Positive,Instagram, Australia , KindnessInAction,"['compassion', 'communitykindness']",35.0,18.0,71.0,2019-01-15 14:50:00,2019,1,15,14
 Tenderness in a heartfelt message to a loved one.    ,tenderness in a heartfelt message to a loved one,Positive,Facebook, UK          , LoveExpress     ,"['tenderness', 'lovenote']",50.0,25.0,100.0,2016-12-25 19:30:00,2016,12,25,19
 Arousal of excitement before a much-awaited trip.    ,arousal of excitement before a muchawaited trip,Positive,Twitter, India    , TravelExcitement,"['arousal', 'traveladventure']",40.0,20.0,80.0,2018-03-10 09:45:00,2018,3,10,9
 Enthusiasm for a new artistic project in the works.  ,enthusiasm for a new artistic project in the works,Neutral,Instagram, USA       , ArtisticSpirit  ,"['enthusiasm', 'artisticproject']",30.0,15.0,60.0,2020-09-17 16:30:00,2020,9,17,16
 Feeling a sense of fulfillment after helping others. ,feeling a sense of fulfillment after helping others,Neutral,Facebook, Canada    , HelperHeart     ,"['fulfillment', 'helpingothers']",45.0,22.0,89.0,2011-08-28 18:45:00,2011,8,28,18
 Reverence for the historical significance of a landmark.,reverence for the historical significance of a landmark,Positive,Twitter, Australia , HistoryBuff     ,"['reverence', 'historicalsite']",35.0,18.0,71.0,2017-11-01 15:30:00,2017,11,1,15
 Elation after achieving a fitness milestone.         ,elation after achieving a fitness milestone,Positive,Instagram, UK           , FitnessAchiever2,"['elation', 'fitnessmilestone']",50.0,25.0,100.0,2019-06-15 10:00:00,2019,6,15,10
 The euphoria of a successful product launch.         ,the euphoria of a successful product launch,Neutral,Facebook, USA       , ProductLaunchJoy,"['euphoria', 'productlaunchsuccess']",30.0,15.0,60.0,2022-04-03 11:45:00,2022,4,3,11
 Contentment in the embrace of a loved one.           ,contentment in the embrace of a loved one,Neutral,Twitter, India    , LovingEmbrace   ,"['contentment', 'love']",60.0,30.0,120.0,2010-11-12 20:20:00,2010,11,12,20
 Serenity found in the beauty of a sunset by the sea.  ,serenity found in the beauty of a sunset by the sea,Neutral,Instagram, Canada     , SunsetWatcher2  ,"['serenity', 'sunsetviews']",45.0,22.0,89.0,2011-07-22 18:30:00,2011,7,22,18
 Gratitude for the small joys that each day brings.   ,gratitude for the small joys that each day brings,Neutral,Facebook, Australia   , JoyfulHeart2    ,"['gratitude', 'smalljoys']",30.0,15.0,60.0,2012-03-30 11:20:00,2012,3,30,11
 Hopeful about the potential for personal growth.      ,hopeful about the potential for personal growth,Neutral,Twitter, UK       , GrowthOptimist  ,"['hope', 'personaldevelopment']",35.0,18.0,71.0,2013-10-05 16:40:00,2013,10,5,16
 Empowerment through learning a new skill.            ,empowerment through learning a new skill,Neutral,Instagram, India   , SkillEmpower    ,"['empowerment', 'skillbuilding']",50.0,25.0,100.0,2014-07-10 13:15:00,2014,7,10,13
 Compassion in volunteering for a local charity.       ,compassion in volunteering for a local charity,Positive,Facebook, USA      , CharityVolunteer,"['compassion', 'volunteerwork']",35.0,18.0,71.0,2015-12-18 14:20:00,2015,12,18,14
 Tenderness in a quiet moment shared with a pet.      ,tenderness in a quiet moment shared with a pet,Positive,Twitter, Canada   , PetLove         ,"['tenderness', 'petlove']",50.0,25.0,100.0,2016-02-10 19:45:00,2016,2,10,19
 Arousal of excitement for an upcoming festival.       ,arousal of excitement for an upcoming festival,Positive,Instagram, UK , FestivalFan     ,"['arousal', 'festivalexcitement']",40.0,20.0,80.0,2017-09-25 11:30:00,2017,9,25,11
 Enthusiasm for a DIY home improvement project.       ,enthusiasm for a diy home improvement project,Neutral,Facebook, Australia   , DIYEnthusiast   ,"['enthusiasm', 'homeimprovement']",30.0,15.0,60.0,2018-04-15 16:00:00,2018,4,15,16
 Fulfillment in completing a challenging puzzle.      ,fulfillment in completing a challenging puzzle,Neutral,Twitter, India    , PuzzleMaster    ,"['fulfillment', 'puzzlechallenge']",45.0,22.0,89.0,2019-11-28 18:20:00,2019,11,28,18
 Reverence for the wonders of nature on a hiking trail.,reverence for the wonders of nature on a hiking trail,Positive,Instagram, USA        , NatureAdmirer   ,"['reverence', 'natureexploration']",35.0,18.0,71.0,2020-05-11 15:00:00,2020,5,11,15
 Elation after a surprise reunion with a childhood friend.,elation after a surprise reunion with a childhood friend,Positive,Facebook, Canada      , ChildhoodJoy    ,"['elation', 'friendshipreunion']",50.0,25.0,100.0,2021-02-05 09:30:00,2021,2,5,9
 Suffering from despair after another setback.      ,suffering from despair after another setback,Neutral,Twitter, USA          , StrugglingSoul    ,"['despair', 'struggle']",10.0,5.0,20.0,2021-03-10 08:30:00,2021,3,10,8
" Overwhelmed by grief, missing a loved one dearly.  ",overwhelmed by grief missing a loved one dearly,Neutral,Instagram, Canada          , MourningHeart     ,"['grief', 'loss']",15.0,8.0,31.0,2022-07-05 15:45:00,2022,7,5,15
 Loneliness creeps in as the night grows colder.    ,loneliness creeps in as the night grows colder,Neutral,Facebook, UK           , SolitarySoul      ,"['loneliness', 'isolation']",20.0,10.0,40.0,2019-11-18 21:20:00,2019,11,18,21
 Jealousy consumes me as I witness others' success. ,jealousy consumes me as i witness others success,Neutral,Twitter, India        , EnviousObserver   ,"['jealousy', 'envy']",25.0,12.0,49.0,2020-08-12 11:30:00,2020,8,12,11
 Resentment building up over past betrayals.        ,resentment building up over past betrayals,Neutral,Instagram, Australia     , BitterHeart       ,"['resentment', 'bitterness']",15.0,7.0,29.0,2018-05-22 14:45:00,2018,5,22,14
 Frustration mounts as obstacles block my path.     ,frustration mounts as obstacles block my path,Neutral,Facebook, USA          , BlockedGoals      ,"['frustration', 'obstacles']",20.0,10.0,40.0,2017-01-30 16:10:00,2017,1,30,16
" Boredom sets in, the day feels endlessly dull.     ",boredom sets in the day feels endlessly dull,Neutral,Twitter, Canada        , BoredMind         ,"['boredom', 'lackofinterest']",15.0,8.0,31.0,2016-09-28 19:45:00,2016,9,28,19
" Anxiety grips my heart, worry clouds my thoughts.  ",anxiety grips my heart worry clouds my thoughts,Neutral,Instagram, UK           , WorriedMind       ,"['anxiety', 'worry']",25.0,12.0,49.0,2019-04-15 09:00:00,2019,4,15,9
 Intimidation by the unknown future ahead.          ,intimidation by the unknown future ahead,Neutral,Facebook, India        , FearfulSoul       ,"['intimidation', 'fear']",30.0,15.0,60.0,2021-12-03 18:30:00,2021,12,3,18
 Helplessness sinks in as challenges pile up.       ,helplessness sinks in as challenges pile up,Neutral,Twitter, Australia    , OverwhelmedHeart  ,"['helplessness', 'overwhelmed']",15.0,8.0,31.0,2020-06-20 14:20:00,2020,6,20,14
 Envy eats away at me as I see others' prosperity.  ,envy eats away at me as i see others prosperity,Negative,Instagram, Canada        , CovetousMind     ,"['envy', 'desire']",20.0,10.0,40.0,2018-11-07 11:30:00,2018,11,7,11
 Regret over missed opportunities haunts my thoughts.,regret over missed opportunities haunts my thoughts,Neutral,Facebook, UK           , RemorsefulSoul   ,"['regret', 'missedchances']",25.0,12.0,49.0,2017-08-25 16:00:00,2017,8,25,16
 Disgust at the sight of injustice and cruelty.     ,disgust at the sight of injustice and cruelty,Neutral,Twitter, India        , DisgustedHeart   ,"['disgust', 'injustice']",15.0,7.0,29.0,2019-02-11 09:45:00,2019,2,11,9
" Drowning in despair, hope slipping through my fingers.",drowning in despair hope slipping through my fingers,Neutral,Instagram, USA          , HopelessHeart    ,"['despair', 'hopeless']",20.0,10.0,40.0,2016-04-02 20:20:00,2016,4,2,20
" Grief weighs heavy, tears a constant companion.    ",grief weighs heavy tears a constant companion,Neutral,Facebook, Canada        , TearfulSoul      ,"['grief', 'tears']",25.0,12.0,49.0,2015-10-18 15:30:00,2015,10,18,15
" Loneliness in a crowded room, a silent cry for connection.",loneliness in a crowded room a silent cry for connection,Neutral,Twitter, UK            , IsolatedMind     ,"['loneliness', 'seekingconnection']",30.0,15.0,60.0,2019-07-12 18:10:00,2019,7,12,18
" Jealousy gnaws at my confidence, a toxic emotion.  ",jealousy gnaws at my confidence a toxic emotion,Neutral,Instagram, India         , SelfDoubt        ,"['jealousy', 'insecurity']",15.0,8.0,31.0,2018-06-03 16:30:00,2018,6,3,16
" Resentment festers, poisoning relationships.       ",resentment festers poisoning relationships,Neutral,Facebook, Australia    , BrokenTrust      ,"['resentment', 'brokentrust']",20.0,10.0,40.0,2022-01-15 12:00:00,2022,1,15,12
" Frustration boils over, a volcanic eruption of emotions.",frustration boils over a volcanic eruption of emotions,Neutral,Twitter, USA          , ExplosiveMind    ,"['frustration', 'emotionaloutburst']",25.0,12.0,49.0,2017-04-10 14:45:00,2017,4,10,14
" Boredom settles like dust, life feels mundane.     ",boredom settles like dust life feels mundane,Neutral,Instagram, Canada        , MundaneHeart     ,"['boredom', 'monotony']",15.0,7.0,29.0,2016-11-28 19:00:00,2016,11,28,19
" Anxiety grips my chest, a relentless grip on my thoughts.",anxiety grips my chest a relentless grip on my thoughts,Neutral,Facebook, UK            , RestlessMind     ,"['anxiety', 'restlessness']",20.0,10.0,40.0,2018-09-05 09:30:00,2018,9,5,9
" Intimidation by the challenges ahead, fear takes hold.",intimidation by the challenges ahead fear takes hold,Neutral,Twitter, India         , FearfulJourney   ,"['intimidation', 'facingfear']",30.0,15.0,60.0,2021-10-22 18:30:00,2021,10,22,18
" Helplessness engulfs me, drowning in a sea of problems.",helplessness engulfs me drowning in a sea of problems,Neutral,Instagram, Australia    , OverwhelmedSoul  ,"['helplessness', 'struggling']",15.0,8.0,31.0,2019-05-08 14:20:00,2019,5,8,14
" Envy poisons my thoughts, coveting others' success.",envy poisons my thoughts coveting others success,Negative,Facebook, Canada        , GreenEyedMonster ,"['envy', 'success']",20.0,10.0,40.0,2017-03-20 11:30:00,2017,3,20,11
 Regret for decisions that led to a painful present.,regret for decisions that led to a painful present,Neutral,Twitter, USA          , RegretfulMind    ,"['regret', 'pastchoices']",25.0,12.0,49.0,2018-12-15 16:00:00,2018,12,15,16
 Disgust at the corruption that stains society.     ,disgust at the corruption that stains society,Neutral,Instagram, UK            , CorruptedHeart   ,"['disgust', 'corruption']",15.0,7.0,29.0,2016-07-01 09:45:00,2016,7,1,9
" Sinking in despair, each day darker than the last. ",sinking in despair each day darker than the last,Neutral,Facebook, India         , DrowningSoul     ,"['despair', 'darkdays']",20.0,10.0,40.0,2020-08-20 20:20:00,2020,8,20,20
" Grief overwhelms, a storm of emotions within.      ",grief overwhelms a storm of emotions within,Neutral,Twitter, Canada        , StormyHeart      ,"['grief', 'emotionalstorm']",25.0,12.0,49.0,2021-02-25 15:30:00,2021,2,25,15
" Loneliness echoes in empty spaces, yearning for connection.",loneliness echoes in empty spaces yearning for connection,Neutral,Instagram, Australia     , EchoingSoul     ,"['loneliness', 'yearningforconnection']",30.0,15.0,60.0,2019-09-12 18:10:00,2019,9,12,18
" Jealousy poisons my thoughts, resentment brewing within.",jealousy poisons my thoughts resentment brewing within,Neutral,Facebook, USA           , PoisonedMind    ,"['jealousy', 'resentment']",15.0,8.0,31.0,2018-08-05 16:30:00,2018,8,5,16
" Resentment festers, a wound that refuses to heal.  ",resentment festers a wound that refuses to heal,Neutral,Twitter, India         , UnforgivingSoul  ,"['resentment', 'unforgiving']",20.0,10.0,40.0,2017-01-12 12:00:00,2017,1,12,12
" Frustration escalates, a thunderstorm of emotions. ",frustration escalates a thunderstorm of emotions,Neutral,Instagram, UK            , ThunderingMind   ,"['frustration', 'emotionaloutburst']",25.0,12.0,49.0,2022-04-05 14:45:00,2022,4,5,14
" Boredom lingers, a stagnant pool of indifference.  ",boredom lingers a stagnant pool of indifference,Neutral,Facebook, Canada        , StagnantHeart    ,"['boredom', 'stagnation']",15.0,7.0,29.0,2021-10-02 19:00:00,2021,10,2,19
